Id,Manufacturer,Model,Prod_Year,Category,Leather_Interioe,Fuel_Type,Engine Volume,Kilometers_Driven,Gear_Box_Type,Drive_Wheel,Selling_Date,Wheel,Color,Airbags,Price
45553251,MITSUBISHI,Outlander,2006,Jeep,No,Petrol,3,272000,Tiptronic,4x4,04-05-2023,Right-hand drive,Purple,6,131720
42094534,TOYOTA,Camry SE,2013,Sedan,Yes,Petrol,2.5,140298,Automatic,Front,04-05-2023,Left wheel,Black,10,191300
45645029,TOYOTA,Highlander,2011,Sedan,Yes,Hybrid,3.5,368064,Automatic,4x4,04-05-2023,Left wheel,Grey,12,216390
45797613,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,75300,Automatic,Front,04-05-2023,Left wheel,Black,4,200050
45787152,MERCEDES-BENZ,Vito,1998,Minivan,Yes,CNG,2.3,188000,Automatic,Front,04-05-2023,Left wheel,Silver,6,119170
45802191,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,27000,Automatic,Front,04-05-2023,Left wheel,Silver,4,346070
45323310,INFINITI,FX35,2002,Jeep,Yes,Petrol,3.5,190000,Automatic,4x4,04-05-2023,Left wheel,Black,6,125440
45810380,CHEVROLET,Malibu,2017,Sedan,Yes,Petrol,2,93087,Automatic,Front,04-05-2023,Left wheel,Silver,4,452100
45809932,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.8,26243,Automatic,Front,04-05-2023,Left wheel,Silver,4,109140
45815773,HONDA,Elysion,2005,Minivan,No,Petrol,3,175000,Automatic,Front,04-05-2023,Right-hand drive,White,2,145830
45808957,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.6,181421,Automatic,Front,04-05-2023,Left wheel,White,4,75170
45732852,HYUNDAI,Sonata,2014,Sedan,Yes,CNG,2,698359,Automatic,Front,04-05-2023,Left wheel,Orange,4,84670
45812222,PORSCHE,Cayenne,2009,Jeep,Yes,Diesel,3.0 Turbo,195000,Tiptronic,4x4,04-05-2023,Left wheel,Black,8,360650
45793109,MERCEDES-BENZ,GLS 450,2018,Jeep,Yes,Petrol,3,31000,Tiptronic,4x4,04-05-2023,Left wheel,Black,0,1568050
45761305,TOYOTA,RAV 4,2012,Jeep,No,Petrol,2.5,177600,Automatic,Front,04-05-2023,Left wheel,Black,11,236780
45769371,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,140966,Automatic,4x4,04-05-2023,Left wheel,Black,12,235210
45803431,HYUNDAI,Sonata,2016,Sedan,Yes,CNG,2,305511,Automatic,Front,04-05-2023,Left wheel,Silver,4,156810
45815873,FORD,Fusion,2011,Sedan,Yes,Petrol,2.5,174899,Automatic,Front,04-05-2023,Left wheel,White,12,20380
45769092,TOYOTA,Tacoma,2020,Sedan,Yes,Petrol,3.5,1669,Automatic,4x4,04-05-2023,Left wheel,Black,12,316750
44166470,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5 Turbo,181000,Tiptronic,Rear,04-05-2023,Left wheel,Grey,0,669020
45777739,FORD,Escape,2007,Jeep,No,Hybrid,2.3,261000,Automatic,4x4,04-05-2023,Left wheel,White,7,149000
45648783,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005,Automatic,4x4,04-05-2023,Left wheel,Silver,12,133280
45541332,MAZDA,Mazda 6,2014,Sedan,No,Petrol,2.5,125000,Automatic,Front,04-05-2023,Left wheel,Grey,12,241480
45760586,CHEVROLET,Volt,2012,Sedan,Yes,Hybrid,1.4,239000,Automatic,Front,04-05-2023,Left wheel,Black,6,244620
45729941,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,72052,Automatic,Front,04-05-2023,Left wheel,Brown,4,378370
45801277,OPEL,Vectra,1996,Sedan,No,Petrol,1.8,442000,Manual,Front,04-05-2023,Left wheel,Blue,4,43910
45661252,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222,Automatic,4x4,04-05-2023,Left wheel,Black,12,50180
45291946,TOYOTA,Camry,2011,Sedan,No,Petrol,2.5,114000,Automatic,Front,04-05-2023,Left wheel,Black,8,216360
45764270,TOYOTA,Tundra,2013,Jeep,Yes,Petrol,5.7,357933,Automatic,4x4,04-05-2023,Left wheel,Grey,12,232070
45642694,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,9626,Automatic,Front,04-05-2023,Left wheel,Black,12,34500
45807458,BMW,"X5 4,4i",2001,Jeep,Yes,Petrol,4.4,220000,Tiptronic,4x4,04-05-2023,Left wheel,Black,8,100000
42320481,MITSUBISHI,Pajero Mini,2010,Jeep,No,Petrol,0.7 Turbo,77000,Automatic,4x4,04-05-2023,Right-hand drive,White,10,94080
45798420,TOYOTA,Camry,2009,Sedan,No,Petrol,2.5,130000,Automatic,Front,04-05-2023,Left wheel,Red,8,125440
45018993,MERCEDES-BENZ,C 250,2013,Sedan,Yes,Petrol,1.8 Turbo,71000,Automatic,Rear,04-05-2023,Left wheel,White,0,279110
45802851,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,2,6631,Automatic,Front,04-05-2023,Left wheel,Grey,4,909190
45730687,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,94300,Automatic,Front,04-05-2023,Left wheel,White,4,329730
45803516,HYUNDAI,Sonata,2015,Sedan,Yes,CNG,2,539937,Automatic,Front,04-05-2023,Left wheel,Orange,4,125440
45809766,CHEVROLET,Cruze,2013,Sedan,Yes,Diesel,2,186872,Automatic,Front,04-05-2023,Left wheel,Brown,4,147460
45791833,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,141000,Automatic,Front,04-05-2023,Left wheel,Carnelian red,8,210120
45539053,LAND ROVER,Range Rover Evoque,2016,Jeep,Yes,Petrol,2.0 Turbo,64000,Automatic,4x4,04-05-2023,Left wheel,Black,6,846750
45768250,BMW,320 2.2,2001,Sedan,No,Petrol,2.2,200543,Manual,Rear,04-05-2023,Left wheel,Sky blue,2,84670
45140637,MERCEDES-BENZ,E 350,2007,Sedan,Yes,Petrol,3.5,238400,Tiptronic,Rear,04-05-2023,Left wheel,Silver,8,175620
45416979,MERCEDES-BENZ,E 350 AMG,2010,Sedan,Yes,Petrol,3.5,76000,Tiptronic,Rear,04-05-2023,Left wheel,White,8,392010
45774065,MERCEDES-BENZ,E 200,1999,Sedan,No,CNG,2,165000,Manual,Rear,04-05-2023,Left wheel,White,6,78400
45803106,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,161830,Automatic,Front,04-05-2023,Left wheel,White,4,135230
45607939,NISSAN,Juke,2016,Jeep,Yes,Petrol,1.6,181997,Automatic,4x4,04-05-2023,Left wheel,Black,0,21170
45804847,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2,129445,Automatic,Front,04-05-2023,Left wheel,Silver,10,131720
45798343,MERCEDES-BENZ,S 320,2001,Sedan,Yes,Petrol,3.2,235000,Tiptronic,Rear,04-05-2023,Left wheel,White,8,37630
44253811,CHEVROLET,Cruze LS,2018,Sedan,No,Petrol,1.4 Turbo,12532,Automatic,Front,04-05-2023,Left wheel,Black,8,166210
45648555,TOYOTA,Highlander,2009,Jeep,Yes,Hybrid,3.3,251278,Automatic,4x4,04-05-2023,Left wheel,Green,12,79970
45793606,TOYOTA,Camry HYBRID,2015,Sedan,No,Hybrid,2.5,193000,Tiptronic,Front,04-05-2023,Left wheel,Black,12,279110
45451864,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.8,200000,Tiptronic,Front,04-05-2023,Left wheel,Silver,0,147400
45781650,MERCEDES-BENZ,E 350 4 Matic AMG Packag,2008,Sedan,Yes,CNG,3.5,210000,Tiptronic,4x4,04-05-2023,Left wheel,Silver,8,244620
45774874,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,130000,Automatic,Front,04-05-2023,Left wheel,Black,6,272840
45773299,CHEVROLET,Cruze LT,2016,Sedan,No,Petrol,1.4 Turbo,58000,Tiptronic,Front,04-05-2023,Left wheel,Black,12,197570
45771005,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,138838,Automatic,Front,04-05-2023,Left wheel,Silver,12,43910
45769091,HONDA,Stream,2006,Minivan,No,CNG,1.8,150000,Automatic,Front,04-05-2023,Right-hand drive,Silver,4,103490
45732130,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,185000,Automatic,Front,04-05-2023,Left wheel,Black,4,332300
45656703,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,186542,Automatic,4x4,04-05-2023,Left wheel,White,12,20380
45802334,HYUNDAI,H1,2012,Minivan,Yes,Diesel,2.5,62234,Automatic,Front,04-05-2023,Left wheel,Silver,4,186600
45720513,TOYOTA,RAV 4,2013,Jeep,No,Petrol,2.5,83000,Tiptronic,4x4,04-05-2023,Left wheel,Black,10,294790
45651036,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005,Automatic,4x4,04-05-2023,Left wheel,Silver,12,133280
45740501,HONDA,Odyssey,2004,Minivan,Yes,Petrol,2.4,197000,Tiptronic,Front,04-05-2023,Right-hand drive,Black,6,72130
45781773,TOYOTA,Camry,2019,Sedan,No,Petrol,2.5,22400,Tiptronic,Front,04-05-2023,Left wheel,Brown,10,235210
45644424,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518,Automatic,Front,04-05-2023,Left wheel,White,12,36070
45766579,CADILLAC,CTS,2019,Sedan,Yes,Petrol,2,21659,Automatic,4x4,04-05-2023,Left wheel,Black,12,43910
45732631,HYUNDAI,Sonata,2015,Sedan,Yes,CNG,2,509454,Automatic,Front,04-05-2023,Left wheel,Orange,4,124250
45322410,MERCEDES-BENZ,C 300,2015,Sedan,Yes,Petrol,2,45000,Automatic,Rear,04-05-2023,Left wheel,Grey,6,492370
45748880,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,72678,Tiptronic,Front,04-05-2023,Left wheel,Grey,6,210120
45803082,HYUNDAI,Santa FE,2018,Jeep,Yes,Diesel,2,61640,Automatic,Front,04-05-2023,Left wheel,Blue,4,565130
45812039,TOYOTA,Camry,2009,Sedan,Yes,Hybrid,2.4,300000,Manual,Front,04-05-2023,Left wheel,Beige,,178760
45193146,HYUNDAI,Santa FE,2016,Jeep,No,Petrol,2.4,113771,Automatic,4x4,04-05-2023,Left wheel,Orange,7,382600
45732368,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,121098,Automatic,Front,04-05-2023,Left wheel,White,4,480480
45753475,MITSUBISHI,Lancer,2007,Sedan,No,Petrol,2,249600,Tiptronic,Front,04-05-2023,Left wheel,Grey,6,125440
45790621,MERCEDES-BENZ,E 220,2000,Sedan,No,Petrol,2.4,19000,Tiptronic,Rear,04-05-2023,Left wheel,Blue,4,100360
45793296,CHEVROLET,Orlando,2015,Jeep,Yes,Petrol,2,28633,Automatic,Front,04-05-2023,Left wheel,Black,4,217960
45797597,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,108900,Automatic,Front,04-05-2023,Left wheel,Silver,4,202090
45814860,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,47301,Automatic,Front,04-05-2023,Left wheel,Red,12,70560
45733142,HYUNDAI,Sonata,2015,Sedan,Yes,CNG,2,732232,Automatic,Front,04-05-2023,Left wheel,Orange,4,125440
45642330,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798,Automatic,Front,04-05-2023,Left wheel,White,12,54880
45796751,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,92605,Automatic,Front,04-05-2023,Left wheel,Silver,4,156810
45803687,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,171340,Automatic,Front,04-05-2023,Left wheel,Grey,4,170540
45776068,KIA,RIO,2009,Sedan,No,Petrol,1.4,147600,Manual,Front,04-05-2023,Left wheel,Silver,4,103490
45804455,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,62232,Automatic,Front,04-05-2023,Left wheel,Black,4,402240
45794544,TOYOTA,RAV 4,2008,Jeep,Yes,Diesel,2.2 Turbo,210000,Manual,4x4,04-05-2023,Left wheel,Silver,8,279110
45788777,NISSAN,Skyline,2001,Sedan,No,CNG,2.5,165000,Tiptronic,Rear,04-05-2023,Right-hand drive,Silver,2,61150
45805574,MITSUBISHI,Airtrek,2001,Jeep,Yes,CNG,2,111111,Tiptronic,Front,04-05-2023,Left wheel,Silver,4,75270
45816277,TOYOTA,Prius,2013,Sedan,No,Hybrid,1.8,98000,Tiptronic,Front,04-05-2023,Left wheel,Grey,12,203850
45788798,NISSAN,Skyline,2003,Sedan,Yes,Petrol,3,,Tiptronic,Rear,04-05-2023,Right-hand drive,Black,6,31360
45707621,TOYOTA,Camry LE,2012,Sedan,No,Hybrid,2.5,78400,Automatic,Front,04-05-2023,Left wheel,Grey,12,260300
44993292,BMW,525,2002,Sedan,Yes,Petrol,2.5,11111,Automatic,Rear,04-05-2023,Left wheel,Silver,6,42000
45813890,LEXUS,LS 460,2016,Sedan,Yes,Petrol,4.6,45845,Automatic,Rear,04-05-2023,Left wheel,Brown,12,257160
45766264,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3,171221,Automatic,Rear,04-05-2023,Left wheel,Black,12,92520
45803050,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,113697,Automatic,Front,04-05-2023,Left wheel,Grey,4,427170
45803274,HYUNDAI,Sonata,2014,Sedan,Yes,CNG,2,417661,Automatic,Front,04-05-2023,Left wheel,Silver,4,100360
45793624,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,67558,Automatic,Front,04-05-2023,Left wheel,Black,4,71880
45786533,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,113600,Automatic,Front,04-05-2023,Left wheel,White,6,144260
45786991,BMW,520,1995,Sedan,No,Petrol,2,1111111,Manual,Rear,04-05-2023,Left wheel,Black,2,40770
45810224,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2.4,130000,Automatic,Front,04-05-2023,Left wheel,Grey,4,173460
45770069,BMW,530,2011,Sedan,Yes,Petrol,3,81000,Tiptronic,Rear,04-05-2023,Left wheel,Silver,12,319880
45781928,TOYOTA,Fortuner,2017,Jeep,No,Petrol,2.7,20000,Tiptronic,4x4,04-05-2023,Left wheel,White,8,674260
45795846,MERCEDES-BENZ,S 550,2014,Sedan,Yes,Petrol,5.5,42500,Tiptronic,Front,04-05-2023,Left wheel,Silver,12,1255000
45101783,LAND ROVER,Discovery,2013,Jeep,Yes,Diesel,3.0 Turbo,135000,Tiptronic,4x4,04-05-2023,Left wheel,Blue,12,627220
45781968,MERCEDES-BENZ,200,1996,Sedan,No,CNG,2,233000,Manual,Rear,04-05-2023,Left wheel,Green,6,62720
45777260,SUZUKI,Grand Vitara,2000,Jeep,No,Petrol,2.5,182000,Automatic,4x4,04-05-2023,Left wheel,Black,2,103490
45797603,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,58788,Automatic,Front,04-05-2023,Left wheel,Black,4,158470
45804268,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,107374,Automatic,Front,04-05-2023,Left wheel,Grey,4,247090
45804917,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,132976,Automatic,Front,04-05-2023,Left wheel,Silver,4,242670
45765665,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,103358,Automatic,4x4,04-05-2023,Left wheel,Blue,0,36070
45808178,FORD,Maverick,1995,Jeep,No,CNG,2.4,239000,Manual,4x4,04-05-2023,Left wheel,Carnelian red,2,73700
45766534,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,119379,Automatic,4x4,04-05-2023,Left wheel,Silver,12,166210
45337631,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,32000,Tiptronic,Front,04-05-2023,Left wheel,Black,10,329290
45804386,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,193926,Automatic,Front,04-05-2023,Left wheel,Black,4,200050
45813194,TOYOTA,Prius C,2012,Sedan,Yes,Hybrid,1.5,128000,Automatic,Front,04-05-2023,Left wheel,Red,8,150530
45758715,MERCEDES-BENZ,C 180,1999,Sedan,No,Petrol,1.8,214500,Manual,Rear,04-05-2023,Left wheel,Black,4,109760
45695613,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,118582,Tiptronic,Front,04-05-2023,Left wheel,White,12,163080
45804595,HYUNDAI,Tucson,2018,Jeep,Yes,Petrol,1.6,14661,Automatic,Front,04-05-2023,Left wheel,Blue,4,615210
45730367,SSANGYONG,REXTON,2014,Jeep,Yes,Diesel,2,97700,Automatic,Front,04-05-2023,Left wheel,Brown,4,418110
45797476,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,114540,Automatic,Front,04-05-2023,Left wheel,Silver,4,117040
45730607,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,80856,Automatic,Front,04-05-2023,Left wheel,Grey,4,282410
44922521,HYUNDAI,Elantra Limited,2012,Sedan,Yes,Petrol,1.8,87646,Automatic,Front,04-05-2023,Left wheel,Silver,8,123880
45788013,VOLKSWAGEN,Jetta,2000,Sedan,No,Petrol,2,206586,Manual,Front,04-05-2023,Left wheel,Green,2,37000
45804170,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,151186,Automatic,Front,04-05-2023,Left wheel,Silver,4,264750
45732380,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,185987,Automatic,Front,04-05-2023,Left wheel,White,4,193090
45788298,BMW,225,2000,Sedan,Yes,Petrol,2.5,199866,Manual,Rear,04-05-2023,Left wheel,Black,8,68990
45810228,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2.4,146367,Automatic,Front,04-05-2023,Left wheel,Grey,4,202370
45792292,KIA,Optima,2013,Sedan,Yes,Petrol,2,47232,Automatic,Front,04-05-2023,Left wheel,Silver,4,86340
45700903,HYUNDAI,Elantra,2017,Sedan,No,Petrol,2,60000,Tiptronic,Front,04-05-2023,Left wheel,White,8,244620
45768262,TOYOTA,Prius,2011,Jeep,Yes,Hybrid,1.8,489584,Automatic,Front,04-05-2023,Left wheel,Grey,12,50180
45388275,BMW,525 i,2003,Sedan,Yes,Petrol,2.5,190000,Tiptronic,Rear,04-05-2023,Left wheel,Grey,6,94080
44775903,TOYOTA,Camry SE,2016,Sedan,Yes,Petrol,2.5,15000,Tiptronic,Front,04-05-2023,Left wheel,Silver,12,376330
45813844,FORD,Fusion,2013,Sedan,Yes,Petrol,2.5,90672,Automatic,Front,04-05-2023,Left wheel,White,12,39200
45786794,CHEVROLET,Cruze,2012,Sedan,No,Petrol,1.4 Turbo,165000,Tiptronic,Front,04-05-2023,Left wheel,Silver,10,116040
45771461,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406,Automatic,4x4,04-05-2023,Left wheel,Black,0,545680
45797671,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,132421,Automatic,Front,04-05-2023,Left wheel,Silver,4,200050
45757925,AUDI,A4,2013,Sedan,Yes,Petrol,2,174941,Automatic,4x4,04-05-2023,Left wheel,Black,12,21170
45809123,JAGUAR,F-type,2015,Cabriolet,Yes,Petrol,5,57381,Automatic,Rear,04-05-2023,Left wheel,Black,12,59590
45656454,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.3,224629,Automatic,4x4,04-05-2023,Left wheel,Silver,12,81540
45767212,HYUNDAI,Elantra,2011,Sedan,No,Petrol,1.8,152000,Automatic,Front,04-05-2023,Left wheel,Silver,8,125440
45767930,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,10400,Automatic,Front,04-05-2023,Left wheel,Grey,8,257160
45814466,MERCEDES-BENZ,GL 320 bluetec,2008,Jeep,Yes,Diesel,3,171928,Automatic,4x4,04-05-2023,Left wheel,Golden,12,250890
45816279,BMW,X5,2015,Jeep,Yes,Petrol,4.4,144126,Automatic,4x4,04-05-2023,Left wheel,White,12,95650
45727606,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2,199569,Automatic,Front,04-05-2023,Left wheel,Grey,4,200050
45806616,AUDI,100,2016,Jeep,Yes,Petrol,3,70782,Automatic,4x4,04-05-2023,Left wheel,Black,12,250890
42495069,NISSAN,Quest 2016,2016,Minivan,No,Petrol,3.5 Turbo,38400,Automatic,Front,04-05-2023,Left wheel,Black,6,470420
45792991,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.6,149692,Automatic,Front,04-05-2023,Left wheel,White,4,51750
45793508,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,63558,Automatic,Front,04-05-2023,Left wheel,White,4,83110
45809894,HONDA,Civic,2017,Sedan,Yes,Petrol,1.5,20147,Automatic,Front,04-05-2023,Left wheel,Black,4,600000
45647771,BMW,X5,2012,Jeep,Yes,Diesel,3,70994,Automatic,4x4,04-05-2023,Left wheel,Black,0,348110
45781402,HONDA,Insight,2010,Sedan,No,Hybrid,1.3,173000,Automatic,Front,04-05-2023,Left wheel,Black,8,125440
45802407,HYUNDAI,Grandeur,2012,Sedan,Yes,Petrol,3,137235,Automatic,Front,04-05-2023,Left wheel,Silver,4,155240
45790350,KIA,Optima,2014,Sedan,No,Hybrid,2.4,81000,Tiptronic,Front,04-05-2023,Left wheel,Black,8,228940
45799574,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,157802,Automatic,Front,04-05-2023,Left wheel,Black,10,263430
45732169,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,129388,Automatic,Front,04-05-2023,Left wheel,Grey,4,433940
45645722,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058,Automatic,Front,04-05-2023,Left wheel,White,12,188170
45813662,TOYOTA,Avalon LIMITED,2013,Sedan,Yes,Hybrid,2.5,109000,Automatic,Front,04-05-2023,Left wheel,Silver,10,272840
45730036,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,102000,Automatic,Front,04-05-2023,Left wheel,White,4,258890
45798286,HYUNDAI,Elantra,2016,Sedan,Yes,CNG,1.6,49068,Automatic,Front,04-05-2023,Left wheel,White,4,172270
45786814,TOYOTA,Camry LE,2014,Sedan,Yes,Petrol,2.5,133000,Tiptronic,Front,04-05-2023,Left wheel,Black,10,225800
45802966,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,2,179421,Automatic,Front,04-05-2023,Left wheel,White,4,258100
45651222,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058,Automatic,Front,04-05-2023,Left wheel,White,12,188170
45812772,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,127549,Automatic,Front,04-05-2023,Left wheel,Silver,12,31360
45730566,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,72924,Automatic,Front,04-05-2023,Left wheel,Blue,4,394580
44529736,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,130000,Automatic,Front,04-05-2023,Left wheel,Blue,12,188170
45730486,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,167333,Automatic,Front,04-05-2023,Left wheel,Black,4,246250
45802602,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,120000,Automatic,Front,04-05-2023,Left wheel,Silver,4,396030
45785785,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,272000,Automatic,Front,04-05-2023,Left wheel,White,6,203850
45789865,TOYOTA,Highlander,2012,Jeep,No,Hybrid,3.5,68200,Automatic,4x4,04-05-2023,Left wheel,White,10,454730
45797080,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,107483,Automatic,Front,04-05-2023,Left wheel,Silver,4,327440
45793288,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.6,38413,Automatic,Front,04-05-2023,Left wheel,Black,4,65950
45815839,MERCEDES-BENZ,CLS 550,2012,Sedan,Yes,Petrol,4.7 Turbo,134000,Tiptronic,Rear,04-05-2023,Left wheel,Black,8,624080
45730740,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,121263,Automatic,Front,04-05-2023,Left wheel,Black,4,158660
45758702,BMW,X3,2012,Jeep,Yes,Petrol,3,147000,Tiptronic,4x4,04-05-2023,Left wheel,Grey,10,376330
45730074,SSANGYONG,REXTON,2016,Jeep,Yes,Diesel,2.2,102066,Automatic,Front,04-05-2023,Left wheel,Black,4,468090
45804531,JEEP,Wrangler,2015,Jeep,Yes,Diesel,2.8,64329,Automatic,Front,04-05-2023,Left wheel,Yellow,4,820970
45774599,FORD,Fusion,2013,Sedan,Yes,Petrol,1.6,188800,Automatic,Front,04-05-2023,Left wheel,Carnelian red,10,148970
45803314,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,163374,Automatic,Front,04-05-2023,Left wheel,Grey,4,152570
45719589,TOYOTA,Camry,2010,Sedan,No,Petrol,2.5,110000,Tiptronic,Front,04-05-2023,Left wheel,White,10,134850
45761879,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,1.8 Turbo,112000,Manual,Front,04-05-2023,Left wheel,Black,6,141130
45451493,BMW,320 2.0,2014,Sedan,Yes,Petrol,2.0 Turbo,97970,Tiptronic,Rear,04-05-2023,Left wheel,Black,12,250890
45769982,BMW,328 DIZEL,2013,Sedan,Yes,Diesel,2.0 Turbo,160000,Tiptronic,Rear,04-05-2023,Left wheel,Grey,8,297930
45689281,MERCEDES-BENZ,CLA 250,2015,Sedan,Yes,Petrol,2.0 Turbo,59000,Tiptronic,Front,04-05-2023,Left wheel,White,12,404560
45262917,CHEVROLET,Equinox LT,2019,Jeep,No,Petrol,1.5,5124,Automatic,4x4,04-05-2023,Left wheel,Black,10,225800
45803303,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2,162558,Automatic,Front,04-05-2023,Left wheel,Black,4,127770
45810803,NISSAN,Altima,2019,Sedan,Yes,Petrol,2.5,30296,Automatic,Front,04-05-2023,Left wheel,Grey,12,213260
45787737,OPEL,Vectra,1994,Sedan,No,Petrol,1.6,270000,Manual,Front,04-05-2023,Left wheel,Red,2,38000
45771643,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,11000,Tiptronic,Front,04-05-2023,Left wheel,White,12,178760
45632249,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Petrol,2.5,83658,Tiptronic,Front,04-05-2023,Left wheel,Black,12,131720
45732760,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,149608,Automatic,Front,04-05-2023,Left wheel,Silver,4,157180
45529185,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,19000,Tiptronic,Front,04-05-2023,Left wheel,Black,11,329290
45810305,CHEVROLET,Malibu,2014,Sedan,Yes,Diesel,2,133923,Automatic,Front,04-05-2023,Left wheel,Grey,4,219870
45802932,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,114066,Automatic,Front,04-05-2023,Left wheel,White,4,417200
45730632,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,27067,Automatic,Front,04-05-2023,Left wheel,White,4,241480
45785710,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Petrol,2.5,120000,Manual,Front,04-05-2023,Left wheel,Grey,8,125440
45764998,BMW,525,1998,Sedan,Yes,Petrol,2.5,220000,Manual,Rear,04-05-2023,Left wheel,Silver,0,78400
45725026,HYUNDAI,Elantra limited,2012,Sedan,Yes,Petrol,1.8,87500,Tiptronic,Front,04-05-2023,Left wheel,Grey,10,172490
45295940,KIA,Optima,2014,Sedan,Yes,Petrol,2.4,47000,Tiptronic,Front,04-05-2023,Left wheel,Black,6,225800
45732738,HYUNDAI,Sonata,2014,Sedan,Yes,CNG,2,268046,Automatic,Front,04-05-2023,Left wheel,Silver,4,100360
